album,album_type,track_number,id_track,name,popularity,explicit,duration_ms,release_date,artists
Calcinha Preta: Edição Especial,album,1,28P5hnigrW5mQ2aZ439cEn,Quer Conhecer? Deixe!,22,False,228827,2018-08-03,['Calcinha Preta']
Calcinha Preta: Edição Especial,album,2,53tDhIui60U8H4CskOxOdM,Não Me Deixe Agora,24,False,293162,2018-08-03,['Calcinha Preta']
Calcinha Preta: Edição Especial,album,3,0OoMcqlselvg5wIhek1irs,Agora Estou Sofrendo,26,False,251580,2018-08-03,['Calcinha Preta']
Calcinha Preta: Edição Especial,album,4,7AARwThoxsUZ5iiIfSdkwK,Sem Explicação (I Will Be),23,False,221083,2018-08-03,['Calcinha Preta']
Calcinha Preta: Edição Especial,album,5,3lpaj83oEG9Sfx0vf4ckHv,Perdoar,24,False,186984,2018-08-03,['Calcinha Preta']
Calcinha Preta: Edição Especial,album,6,2PV6APJqyaONJh7He1vZX7,Encruzilhada,19,False,205938,2018-08-03,['Calcinha Preta']
Calcinha Preta: Edição Especial,album,7,6Mg7LpH6zD7Ma0HFmrqCd4,Renascerá,29,False,208979,2018-08-03,['Calcinha Preta']
Calcinha Preta: Edição Especial,album,8,7BzKHCjunMs0L0ZNBPYaJ0,Faço Chover,22,False,254027,2018-08-03,['Calcinha Preta']
Calcinha Preta: Edição Especial,album,9,38utheuQMj0Lkb8avqSfVs,Já Me Acostumei,21,False,249844,2018-08-03,['Calcinha Preta']
Calcinha Preta: Edição Especial,album,10,5eN4TRnQNQ3vIBQRZcrgTD,Homem de Rua,17,False,211416,2018-08-03,['Calcinha Preta']
Calcinha Preta: Edição Especial,album,11,3R1N133Q6PS623ngsz0IOU,Você Não Vale Nada,19,False,220000,2018-08-03,['Calcinha Preta']
Balada Prime,album,1,5SPDQIjMg9qrxGyu5i3OdZ,Balada Prime,29,False,184656,2015-12-14,"['Calcinha Preta', 'Gusttavo Lima']"
Balada Prime,album,2,5VUBX4x2S01Er7OzG01PFO,Chora,14,False,174384,2015-12-14,['Calcinha Preta']
Balada Prime,album,3,5QDWfVhDaOtBmNiSDi7fmh,Sapatinho de Cinderela,12,False,171552,2015-12-14,['Calcinha Preta']
Balada Prime,album,4,0FRQJv8reGBXH6q0UVZnjL,Você Mente,13,False,202056,2015-12-14,['Calcinha Preta']
Balada Prime,album,5,2m3MuBPQPP2u3c1RPIK0lP,Kit Sofrência,12,False,179400,2015-12-14,['Calcinha Preta']
Balada Prime,album,6,3cYKSGWa9bZwSGBf3uwLXU,Modo Avião,12,False,193056,2015-12-14,['Calcinha Preta']
Balada Prime,album,7,07lwcDQUbH2igoMByc6A7G,A Dona do Barraco,14,False,146448,2015-12-14,['Calcinha Preta']
Balada Prime,album,8,6KkYs7mwTrdwtSbjop82Sj,Que Tal?,11,False,221664,2015-12-14,['Calcinha Preta']
Balada Prime,album,9,2PZy0sxFxBq9Xsz6s3dtlD,O Amor Vai Derreter o Gelo,11,False,214560,2015-12-14,['Calcinha Preta']
Balada Prime,album,10,2BGTibv771Q8YaXbLTGRVY,Sai pra Lá Bobão,10,False,192048,2015-12-14,['Calcinha Preta']
Balada Prime,album,11,2ByLiWlt5XrrfwX5SJQ8sY,Simbora Mô,10,False,196416,2015-12-14,['Calcinha Preta']
Balada Prime,album,12,0XFOLdIQ8IDVX8jxOcPoYK,Como Eu Te Amei,11,False,202992,2015-12-14,['Calcinha Preta']
Balada Prime,album,13,2soq3SiK531D7gNgeECahf,Toda Noite,11,False,186984,2015-12-14,['Calcinha Preta']
Balada Prime,album,14,2SRcMa41CxUmX0PK3a1l4q,Marca da Saudade,9,False,261384,2015-12-14,['Calcinha Preta']
Balada Prime,album,15,6yG0B9dKcswDpGQo37nXMs,Rugas,9,False,209064,2015-12-14,['Calcinha Preta']
Balada Prime,album,16,5hRi4lycN2Dq0oC2qwFWpa,A Vida Segue,10,False,189168,2015-12-14,['Calcinha Preta']
Balada Prime,album,17,2yozywb9ir3BKGkSAj6UK5,12 de Junho,9,False,189960,2015-12-14,['Calcinha Preta']
Balada Prime,album,18,2GNiirx9qPv4IOzZ3T2d2G,Filmes e Histórias,12,False,213624,2015-12-14,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,1,332dRDtayv1fr33EdOgUTF,Filmes e Histórias,25,False,215197,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,2,04Qo4wZtjvx1AOYSA6sq7S,Onde Está,15,False,169692,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,3,6f5a2DbBRJllAhgtJtkrcO,Eu Quero Ser o Seu Amor,12,False,240458,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,4,1PxcELIHEu0NgEn7mT2f57,A Vida Segue,13,False,173950,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,5,37uxhOogKhdVA5GNiI0LBa,Eu Não Vou Desistir de Você,13,False,180977,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,6,6jzS9mWygmNCUTOhnlaYEe,Como Eu Te Amei,15,False,170841,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,7,59AoDIAznJKy0p29ateKfI,Simbora Mô,12,False,184347,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,8,5xhWpMABTGNPKt5md3MLGn,Você É Especial pra Mim,16,False,215563,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,9,7Ku0D3stwMcsbCcUFpN0LS,Toda Noite,13,False,187194,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,10,5hrdxbSLgIw9dEVs88Svao,"Não Chore, Não",12,False,202920,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,11,1JVJWmHq8XiWAb5CfUaRZH,A Casa Caiu,28,False,181604,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,12,68aIRAPHDu0vq5Hxoexk6B,O Mundo Pode Acabar,13,False,217287,2014-10-11,['Calcinha Preta']
"Filmes e Histórias, Vol. 28",album,13,5w90oXpP5vDbw2xjcPmYAP,Imaturidade,13,False,173819,2014-10-11,['Calcinha Preta']
Calcinha Preta Premium,album,1,1GUnZJhls3EO4B0ndFyACR,Amanhecer,29,False,238213,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,2,5DrrmwLIMmVvg6Z7NzBsHM,Longe (Far Away),20,False,177760,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,3,1P2cC0daWOoZWUjUYLfIgA,Tem Mais Alguém?,24,False,255466,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,4,7brRJQfRKOFd5PhYSBNAMZ,Baby Doll,21,False,212200,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,5,1qamKCfDlcPV44niEiQsOa,Faço Chover (It Will Rain),48,False,230093,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,6,3Sg8aqH8nGwbD7OompKqlZ,Agora Estou Sofrendo,54,False,237666,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,7,1v7heFjEb3ofUyM9wxUrhk,Bandido do Amor,19,False,190720,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,8,2W5LhLUkHV6ruFmKFzQdUs,Saidera / Em Mil Pedaços,16,False,239960,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,9,2AOxs2ahnqIrpO8jPHG42Z,Armadilha,19,False,223426,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,10,4A2JMGwPAks0YZiQAsq2LO,Morrendo de Desejo,18,False,233013,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,11,0zrWemf3zX9MGrqWu2b2k3,Adão e Eva / Romeu e Julieta,20,False,202586,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,12,0HSTV2H1sHmAv7cKQp8CHo,Mágica,21,False,244160,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,13,2pw4zHhEVt6LwYXjwI1oyW,Por Amor,41,False,215666,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,14,46YCv673x9c9dm7yCJmVny,A Encruzilhada,18,False,210146,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,15,2KI5vD7USPR2U9y4za2IC6,Refém / Cabertor,16,False,282200,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,16,7k9WApaPspqnGvAzmQN4WO,Declaração de Amor,28,False,196133,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,17,23OxRrORCzejUJdYPyqJob,Ainda Te Amo,45,False,245640,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,18,3i5kEr90mGWB0yPwO5xTYh,Amor da Minha Vida,19,False,182160,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,19,3eYyI6SGyyXAwZkqKHDYJC,Verdadeiro Amor,17,False,203080,2013-01-18,['Calcinha Preta']
Calcinha Preta Premium,album,20,6qOvmZvGH2zBxj4pZeagnG,É Linda Nossa História,16,False,176733,2013-01-18,['Calcinha Preta']
"Eu Amo Você, Vol. 26",album,1,26pvVr5GDcksVyaLnxUZDw,Érica,16,False,201360,2012-09-11,['Calcinha Preta']
"Eu Amo Você, Vol. 26",album,2,4DjoFMTgbbAbhkRhR6HJU7,Retrato,39,False,196173,2012-09-11,['Calcinha Preta']
"Eu Amo Você, Vol. 26",album,3,5upRlYltpS1w0Iba85qfO5,Diz Que Ainda Me Ama,12,False,224853,2012-09-11,['Calcinha Preta']
"Eu Amo Você, Vol. 26",album,4,0JXIqhA4OlpsYh4p4YuivR,Eu Amo Você,13,False,244813,2012-09-11,['Calcinha Preta']
"Eu Amo Você, Vol. 26",album,5,4W0ebciUWVOP0vDcLyn8Ih,Quem Ama Não Trai,12,False,214000,2012-09-11,['Calcinha Preta']
"Eu Amo Você, Vol. 26",album,6,116cOYBx47Hjj640hGSRVL,Quando um Não Quer Dois Não Brigam,10,False,222200,2012-09-11,['Calcinha Preta']
"Eu Amo Você, Vol. 26",album,7,3DIQwD5IB4soSF0TIvdjug,Calcinha Eu Te Amo,9,False,206693,2012-09-11,['Calcinha Preta']
"Eu Amo Você, Vol. 26",album,8,5iO1anDwYg7I3ccDfWpU6o,Insubistituível,10,False,198040,2012-09-11,['Calcinha Preta']
"Eu Amo Você, Vol. 26",album,9,6WzC996m1vBm04Vvgl3Uz6,Beijo de Língua,8,False,186120,2012-09-11,['Calcinha Preta']
"Eu Amo Você, Vol. 26",album,10,2OzRaYTvJwTgUyfc8Acg53,Mariana Adriana Juliana,7,False,219826,2012-09-11,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,1,2srW2FJSeOYI9P8d2exvkm,Vou Chorar,8,False,215118,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,2,4MI22mmssmjxuXnhEx0kAS,Podem Até nos Separar,10,False,227134,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,3,2WkccpeAGtUpGEdhbfw90V,Presente de Casamento,15,False,261851,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,4,5vVzKbPPR42NfJMnwCZN8h,Tentei Te Avisar,7,False,194089,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,5,3NkQlYMWiC6z1xJV1aUgVk,Meu Primeiro Namorado,9,False,210703,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,6,0v6guQ9AzX58MC8rBJm1kz,Do Meu Jeito,8,False,185652,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,7,1DuLF6MkIDyb9lGXvwJehp,Só Sei Que Eu Te Amo,6,False,192966,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,8,55tpLx0zJHO6jguQsh1MTZ,Jura Que Me Ama,8,False,193018,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,9,08MnmPuXp86wuprD2S9vgp,Cabelo Loiro,5,False,209789,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,10,19mfh1Y0CwGzNBO4uiU256,Será Que Vai Rolar?,5,False,164963,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,11,1j73Y1rkpKYCZMqgnPxqoI,Homem de Sorte,6,False,178808,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,12,3ZelOuz9r8n77hh3WgLw9X,"Noite, Noite, Noite",5,False,182073,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,13,5OEGRMRoh1oSLISbAUI5ez,Marca Aí,4,False,205505,2011-06-01,['Calcinha Preta']
"Meu Primeiro Namorado, Vol. 25",album,14,4w66ebXKgXbqDAVaXBvv0Z,Pra Quem Quiser Gostar de Mim,4,False,204277,2011-06-01,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,1,5wJKaVmklPBowUfasS6ASP,Onde o Sonho Mora - Ao Vivo,25,False,217080,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,2,0bPPg4nfH3EZZFEFAFc0LE,Negro Lindo - Ao Vivo,16,False,217973,2010-12-08,"['Calcinha Preta', 'Leo Santana']"
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,3,2NkrWXK8biE8AeOApJnSQM,Você Não Vale Nada - Ao Vivo,14,False,270013,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,4,5bAs3RuxIJqbQdd3znbcWU,Safadinho - Ao Vivo,14,False,196120,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,5,5IZISSCvIBr3EJ6SDyJ9xe,É Sério - Ao Vivo,13,False,206613,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,6,5BbwLS5JPbLqSgkAbL4E9Z,Pegando Fogo - Ao Vivo,14,False,210800,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,7,05kNhFy8CrFeF6U2e4UMw0,Hoje Eu Tô Solteiro - Ao Vivo,11,False,185840,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,8,1VeO3dqvw8dT2FFbqp4rIa,Eu Quero É Gastar - Ao Vivo,12,False,188066,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,9,3BbU02G40U1PWfc2d9mh9E,Rosas e Champagne - Ao Vivo,14,False,205720,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,10,4wmhWbXpTknKLrnMBfLj90,Primeiro de Abril - Ao Vivo,20,False,219640,2010-12-08,"['Calcinha Preta', 'Léo Magalhães']"
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,11,4yzVC13VZ5K4dX7TgEPQc8,Fotografias - Ao Vivo,14,False,207186,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,12,0VWdFqsheZcQrmK5WMbFrK,Tudo Que Eu Faço É por Esse Amor - Ao Vivo,15,False,195893,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,13,1GWjBvnafXrw7RNbSDxfrd,Só Love - Ao Vivo,13,False,197706,2010-12-08,"['Calcinha Preta', 'Leo Santana']"
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,14,0q472kyEzVJb4U7J5CwB94,Entre na Fila - Ao Vivo,13,False,182506,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,15,1zFkQkMC5s3eQMYO56HK7e,Não Adianta Chorar - Ao Vivo,12,False,200666,2010-12-08,"['Calcinha Preta', 'João Bosco & Vinicius']"
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,16,4S8FuxtVuZQXfRlv1yKAHL,Vou Insistir - Ao Vivo,12,False,206973,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,17,7r7LskIr2jzoaMoXXoJitP,Na Cama Só Vai Dar Nós Dois - Ao Vivo,15,False,169506,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,18,5cb7CzgNe2Xgf3JbWQPhGu,Mágica - Ao Vivo,15,False,205080,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,19,1re5epmVmnCimBDENChSdX,Hoje à Noite - Ao Vivo,14,False,192373,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,20,2gMMnqqgOwnTURm5gSRMdU,Tô Soltinha - Ao Vivo,13,False,186426,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,21,0ipbSHLlHy0XJoHKvxsAsN,Amor Dividido - Ao Vivo,17,False,206280,2010-12-08,['Calcinha Preta']
"15 Anos: Ao Vivo em Maceió, Vol. 24",album,22,7B5mYvPbuFDa3lsDQPth7y,Virei Seu Fã - Ao Vivo,9,False,238600,2010-12-08,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,1,7rAgpZy3AU6BMIp6DxpYir,Rosas e Champagne (Ao Vivo),41,False,194093,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,2,4jwc1VAg1gDo731nAezeeG,Entre na Fila (Ao Vivo),10,False,173146,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,3,1SIV5pv6jX3qTE0kfvVgaO,Fotografias (Ao Vivo),21,False,205360,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,4,0d0OJXtYmx5xbQ6AmvqmVM,Só Love (Ao Vivo),23,False,174933,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,5,74mqaGnC93hEbC6ELychR3,Vou Insistir (Ao Vivo),8,False,202506,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,6,38SjgOdDc5VGmaVy0I132z,Don Juan (Ao Vivo),11,False,181426,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,7,2CkJ0CoTo6f6KpARCdToKY,Virei Seu Fã (Ao Vivo),7,False,233466,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,8,1BTkbbfIanJ0n7Xl9OyGzQ,Eu Quero É Gastar (Ao Vivo),8,False,182400,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,9,4m9qPG2tKJQRBblgyZcJbe,Tudo Que Eu Faço É por Esse Amor (Ao Vivo),34,False,195560,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,10,4dAlomi75Gtr0sTMd997MH,Hoje Eu Tô Solteiro (Ao Vivo),7,False,184360,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,11,0g6b76m4z50BpPQhJEb9FC,Distância (Ao Vivo),9,False,196906,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,12,2x67Xyl3V0ZJpTFF1IMBr2,Mágica (Ao Vivo),11,False,202840,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,13,2u62TuWXeHtjFyzkR6MoSK,Você Não Vale Nada (Ao Vivo),12,False,264586,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,14,1ksF2jRTVqGCSqOqWl1x4q,Você Me Ama (Ao Vivo),7,False,200013,2010-08-01,['Calcinha Preta']
"Virei Seu Fã, Vol. 23 (Ao Vivo)",album,15,6cFfLdHnjUjymdhyZS9XaQ,Presente de Casamento (Ao Vivo),16,False,220520,2010-08-01,['Calcinha Preta']
"Sou Assim, Não Vou Mudar, Vol. 22",album,1,71LWdbjSbof6uSfltmkoJI,Sou Assim e Não Vou Mudar,13,False,193800,2010-01-23,['Calcinha Preta']
"Sou Assim, Não Vou Mudar, Vol. 22",album,2,5OGUk0R3CRcOxy55TSXtLw,Tô Soltinha,22,False,184480,2010-01-23,['Calcinha Preta']
"Sou Assim, Não Vou Mudar, Vol. 22",album,3,0gKFgcwRIqELlrDT3TEZRB,Sou Brinquedinho Caro,22,False,175400,2010-01-23,['Calcinha Preta']
"Sou Assim, Não Vou Mudar, Vol. 22",album,4,0M4B6zRFAqsGYEqw7N63nD,Farra,6,False,162040,2010-01-23,['Calcinha Preta']
